Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Hayden Hatcher,KU,['DE'],['4'],['11'],['15'],['0.5'],['2'],['0'],['0'],['0'],['0'],['0']
Chris Jones,FAU,['DE'],['6'],['9'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Alphonso Taylor,ASU,['DB'],['11'],['4'],['15'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bralyn Lux,TTU,['DB'],['14'],['1'],['15'],['0.0'],['0'],['5'],['0'],['0'],['0'],['0']
Sebastian Benjamin,WKU,['LB'],['9'],['6'],['15'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Mason Shelton,CCU,['LB'],['9'],['6'],['15'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kenny Haynes,TXST,['LB'],['8'],['7'],['15'],['1.0'],['5'],['1'],['0'],['0'],['0'],['0']
Jackson Greene,APP,['S'],['8'],['7'],['15'],['0.0'],['0'],['0'],['1'],['25'],['0'],['0']
Sam Latham,TXST,['DE'],['7'],['8'],['15'],['2.5'],['23'],['0'],['0'],['0'],['0'],['1']
Jaden Slocum,STAN,['CB'],['9'],['6'],['15'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Miles Capers,VAN,['DB'],['8'],['7'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gabriel Lopez,UNM,['DE'],['6'],['9'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['1']
Sai'vion Jones,LSU,['DE'],['4'],['11'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cam Stone,HAW,['DB'],['9'],['6'],['15'],['0.0'],['12'],['5'],['0'],['0'],['0'],['0']
Braden Siders,WYO,['DE'],['9'],['6'],['15'],['1.5'],['49'],['2'],['0'],['0'],['0'],['0']
Tevin Williams III,BAY,['CB'],['11'],['4'],['15'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Corey Platt Jr.,TULN,['LB'],['10'],['5'],['15'],['1.0'],['14'],['0'],['0'],['0'],['0'],['0']
Phillip Lee,TROY,['LB'],['5'],['10'],['15'],['1.5'],['15'],['0'],['0'],['0'],['0'],['0']
Zane Durant,PSU,['DT'],['11'],['4'],['15'],['2.0'],['9'],['0'],['0'],['0'],['0'],['0']
Pheldarius Payne,VT,['DL'],['4'],['11'],['15'],['3.0'],['0'],['0'],['0'],['0'],['0'],['0']
Michal Antoine Jr.,FAU,['DB'],['9'],['6'],['15'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Kaylin Moore,CAL,['DB'],['9'],['6'],['15'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Channing Canada,TCU,['CB'],['12'],['3'],['15'],['1.0'],['7'],['0'],['0'],['0'],['0'],['0']
Quandarrius Robinson,ALA,['LB'],['11'],['4'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Marco Baker,JVST,['CB'],['10'],['5'],['15'],['1.0'],['0'],['2'],['0'],['0'],['0'],['0']
Derick Mourning Jr.,TXST,['LB'],['8'],['7'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Crook,ARK,['LB'],['4'],['11'],['15'],['0.0'],['10'],['0'],['0'],['0'],['0'],['1']
Markus Clark,APP,['DT'],['4'],['11'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Deshaun Lee,IOWA,['DB'],['8'],['7'],['15'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Izaiah Guy,GAST,['CB'],['13'],['2'],['15'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
D'Mon Brinson,CONN,['DB'],['14'],['1'],['15'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jacobie Henderson,MRSH,['S'],['6'],['9'],['15'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
Jake Clifton,KSU,['LB'],['11'],['4'],['15'],['0.0'],['39'],['0'],['0'],['0'],['0'],['0']
Jamel Johnson,TCU,['S'],['11'],['4'],['15'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Keyshawn Burgos,VT,['DL'],['7'],['8'],['15'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Isaiah Brown-Murray,ECU,['DB'],['12'],['3'],['15'],['0.0'],['2'],['2'],['0'],['0'],['0'],['0']
Caleb Coleman,TXST,['S'],['11'],['4'],['15'],['1.0'],['0'],['2'],['0'],['0'],['0'],['0']
Carmine Bastone,NU,['DL'],['6'],['9'],['15'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Nahree Biggins,CMU,['DB'],['9'],['6'],['15'],['0.0'],['5'],['2'],['1'],['4'],['0'],['0']
Deonte Stanley,MTSU,['CB'],['11'],['4'],['15'],['0.0'],['0'],['1'],['1'],['0'],['0'],['1']
Alexander Whitmore,UNLV,['DL'],['5'],['10'],['15'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kyle Lewis,ARMY,['DL'],['5'],['10'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['1']
Elias Larry,NAVY,['CB'],['11'],['4'],['15'],['0.0'],['2'],['3'],['0'],['0'],['0'],['0']
TJ Bush,LIB,['DE'],['5'],['10'],['15'],['1.5'],['0'],['3'],['0'],['0'],['0'],['0']
Princewill Umanmielen,NEB,['DL'],['7'],['8'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Genesis Smith,ARIZ,['S'],['9'],['6'],['15'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
TJ Crandall,CSU,['DB'],['11'],['4'],['15'],['0.0'],['0'],['2'],['1'],['25'],['0'],['0']
Carl Williams IV,BAY,['CB'],['12'],['3'],['15'],['0.0'],['0'],['2'],['1'],['0'],['0'],['0']
Khalil Barnes,CLEM,['S'],['13'],['2'],['15'],['0.0'],['0'],['2'],['1'],['0'],['0'],['2']
Jacob Ellis,ISU,['LB'],['4'],['11'],['15'],['0.0'],['19'],['0'],['0'],['0'],['0'],['0']
Brodarius Lewis,USM,['DT'],['4'],['11'],['15'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Ta'ita'i Uiagalelei,ARIZ,['DL'],['7'],['8'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jeffrey Ugochukwu,VAN,['LB'],['7'],['8'],['15'],['1.0'],['0'],['0'],['1'],['6'],['0'],['0']
Jayden Virgin,BOIS,['DE'],['8'],['7'],['15'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Skyler Gill-Howard,NIU,['DT'],['9'],['6'],['15'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Aiden Hall,WAKE,['LB'],['8'],['7'],['15'],['1.0'],['5'],['0'],['0'],['0'],['0'],['0']
Jonathan Wallace,CLT,['DL'],['4'],['11'],['15'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bennett Walker,EMU,['DB'],['5'],['10'],['15'],['0.0'],['0'],['1'],['3'],['0'],['0'],['0']
Will Whitson,CCU,['DL'],['9'],['6'],['15'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Jordan Strachan,SC,['DE'],['10'],['4'],['14'],['2.0'],['0'],['1'],['0'],['0'],['0'],['1']
Malik Langham,PUR,['DL'],['8'],['6'],['14'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Isaac Hodgins,ORST,['DL'],['7'],['7'],['14'],['3.0'],['0'],['0'],['0'],['0'],['0'],['0']
Khris Banks,BC,['DL'],['7'],['7'],['14'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Morris,SHSU,['DB'],['12'],['2'],['14'],['0.0'],['0'],['0'],['1'],['24'],['0'],['0']
Zion Tupuola-Fetui,WASH,['DE'],['8'],['6'],['14'],['2.0'],['2'],['0'],['0'],['0'],['0'],['0']
Taki Taimani,ORE,['DL'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Teradja Mitchell,FLA,['LB'],['8'],['6'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zaid Hamden,TLSA,['DL'],['7'],['7'],['14'],['0.0'],['53'],['0'],['0'],['0'],['0'],['0']
Jack Powers,ECU,['LB'],['6'],['8'],['14'],['0.0'],['5'],['2'],['0'],['0'],['0'],['0']
Jalon Ferrell,MASS,['S'],['9'],['5'],['14'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jerquavion Mahone,TEM,['DL'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Demetrius Harris,BUFF,['S'],['9'],['5'],['14'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Kwame Sutton,OHIO,['DE'],['4'],['10'],['14'],['2.0'],['3'],['0'],['0'],['0'],['0'],['0']
Kurott Garland,TENN,['DL'],['10'],['4'],['14'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jahlil Taylor,ODU,['DT'],['2'],['12'],['14'],['0.0'],['31'],['0'],['0'],['0'],['0'],['0']
Tyler Bentley,PITT,['DL'],['2'],['12'],['14'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Donte Martin,UNM,['CB'],['13'],['1'],['14'],['0.0'],['0'],['3'],['0'],['0'],['0'],['1']
Nick Apsey,CMU,['LB'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Lance Dixon,WVU,['LB'],['11'],['3'],['14'],['0.0'],['54'],['1'],['0'],['0'],['0'],['0']
Khalid Duke,KSU,['DE'],['12'],['2'],['14'],['5.0'],['25'],['0'],['0'],['0'],['0'],['1']
Tyrique Matthews,TTU,['LB'],['11'],['3'],['14'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Malcolm Ray,FSU,['DL'],['3'],['11'],['14'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Shitta Sillah,BC,['DE'],['10'],['4'],['14'],['2.0'],['1'],['0'],['0'],['0'],['0'],['0']
Connor Soelle,ORE,['LB'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Keyon Ware-Hudson,ORE,['DT'],['6'],['8'],['14'],['1.0'],['3'],['0'],['0'],['0'],['0'],['0']
Andre White,GT,['LB'],['6'],['8'],['14'],['1.5'],['0'],['0'],['0'],['0'],['0'],['1']
Isheem Young,MISS,['S'],['7'],['7'],['14'],['0.0'],['10'],['1'],['0'],['0'],['0'],['0']
Braiden McGregor,MICH,['DE'],['5'],['9'],['14'],['1.0'],['0'],['3'],['0'],['0'],['0'],['0']
Jacobian Guillory,LSU,['DT'],['1'],['13'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Makari Paige,MICH,['DB'],['6'],['8'],['14'],['0.0'],['21'],['1'],['0'],['0'],['0'],['0']
Zukudo Igwenagu,MASS,['DE'],['7'],['7'],['14'],['1.0'],['51'],['0'],['0'],['0'],['0'],['1']
Jeff Pietrowski Jr.,WIS,['LB'],['9'],['5'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dontae Manning,ORE,['DB'],['9'],['5'],['14'],['0.0'],['6'],['1'],['0'],['0'],['0'],['0']
RJ Delancy III,TOL,['CB'],['8'],['6'],['14'],['0.0'],['0'],['7'],['1'],['0'],['0'],['0']
Jalen Logan-Redding,MINN,['DL'],['9'],['5'],['14'],['2.0'],['24'],['0'],['0'],['0'],['0'],['0']
Raesjon Davis,USC,['LB'],['9'],['5'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sidney Williams,MIZ,['DB'],['9'],['5'],['14'],['1.0'],['7'],['0'],['0'],['0'],['0'],['0']
Kendrick Blackshire,ALA,['LB'],['8'],['6'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Xavian Sorey Jr.,UGA,['LB'],['10'],['4'],['14'],['1.0'],['0'],['1'],['0'],['0'],['0'],['0']
Deshawn Jones Jr.,BGSU,['CB'],['12'],['2'],['14'],['0.0'],['0'],['0'],['1'],['45'],['1'],['0']
Kamo'i Latu,WIS,['S'],['12'],['2'],['14'],['0.0'],['12'],['2'],['0'],['0'],['0'],['0']
Gavin Meyer,WYO,['NT'],['7'],['7'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Brooks Miller,BAY,['LB'],['6'],['8'],['14'],['0.0'],['22'],['0'],['0'],['0'],['0'],['0']
James Mitchell,CSU,['DL'],['5'],['9'],['14'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Justin Williams,WAKE,['DL'],['3'],['11'],['14'],['0.0'],['29'],['0'],['0'],['0'],['0'],['0']
Bryce Barnes,ILL,['DL'],['7'],['7'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jacob Lacey,OU,['DL'],['6'],['8'],['14'],['1.0'],['12'],['0'],['0'],['0'],['0'],['0']
Ben Johnson,OHIO,['S'],['3'],['11'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Patrick Day,BGSU,['S'],['5'],['9'],['14'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Chris Scott,SHSU,['DL'],['11'],['3'],['14'],['3.0'],['0'],['0'],['0'],['0'],['0'],['0']
Izaiah Reed,NMSU,['DL'],['3'],['11'],['14'],['3.0'],['12'],['0'],['0'],['0'],['0'],['0']
Jalen Davis,MTSU,['LB'],['9'],['5'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Ramon Puryear,LOU,['DL'],['7'],['7'],['14'],['2.0'],['0'],['0'],['1'],['-1'],['0'],['0']
Charles Rosser,BGSU,['LB'],['7'],['7'],['14'],['0.0'],['19'],['0'],['0'],['0'],['0'],['0']
Braylon Ryan,CCU,['DL'],['6'],['8'],['14'],['0.0'],['29'],['0'],['0'],['0'],['0'],['2']
Aaron Beckwith,MASS,['DT'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nick Nakwaasah,UNT,['S'],['8'],['6'],['14'],['0.0'],['14'],['0'],['1'],['2'],['0'],['0']
De'Javion Stepney,CMU,['DB'],['11'],['3'],['14'],['0.0'],['36'],['1'],['0'],['0'],['0'],['0']
Martez Thrower,UK,['LB'],['9'],['5'],['14'],['0.0'],['5'],['0'],['0'],['0'],['0'],['0']
Aaron Hall,DUKE,['DT'],['5'],['9'],['14'],['1.5'],['0'],['2'],['0'],['0'],['0'],['1']
MJ Daniels,USM,['CB'],['10'],['4'],['14'],['0.0'],['0'],['1'],['2'],['0'],['0'],['0']
Kendy Charles,LIB,['DT'],['5'],['9'],['14'],['2.5'],['0'],['0'],['0'],['0'],['0'],['0']
Davion Blackwell,NEV,['LB'],['12'],['2'],['14'],['0.0'],['2'],['0'],['0'],['0'],['0'],['0']
Demarko Williams,MISS,['S'],['10'],['4'],['14'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Jalen Dixon,UNLV,['DL'],['5'],['9'],['14'],['1.5'],['9'],['0'],['0'],['0'],['0'],['0']
Kani Walker,OU,['DB'],['6'],['8'],['14'],['0.0'],['0'],['2'],['0'],['0'],['0'],['1']
Thomas Davis,APP,['LB'],['7'],['7'],['14'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Austin Roon,SYR,['LB'],['3'],['11'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Neto Okpala,BC,['DE'],['8'],['6'],['14'],['2.0'],['0'],['1'],['0'],['0'],['0'],['1']
Nate Burrell,CAL,['DL'],['3'],['11'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Virgil Marshall,WKU,['DB'],['8'],['6'],['14'],['0.0'],['6'],['2'],['1'],['40'],['0'],['0']
Jaheim Singletary,ARK,['DB'],['9'],['5'],['14'],['0.0'],['0'],['4'],['0'],['0'],['0'],['0']
Greedy Vance Jr.,FSU,['DB'],['9'],['5'],['14'],['0.0'],['11'],['2'],['1'],['13'],['0'],['0']
Jordan Grier,IU,['DB'],['13'],['1'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
J.R. Singleton,ISU,['DL'],['4'],['10'],['14'],['3.0'],['7'],['0'],['0'],['0'],['0'],['0']
David Carter Jr.,EMU,['DB'],['6'],['8'],['14'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Maurice White,CMU,['DL'],['8'],['6'],['14'],['3.5'],['0'],['0'],['0'],['0'],['0'],['0']
Terrion Thompson,WKU,['DT'],['9'],['5'],['14'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Elijah Robinson,HAW,['DL'],['9'],['5'],['14'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mike Harris,USA,['S'],['5'],['9'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Justin Rogers,AUB,['DL'],['7'],['7'],['14'],['1.0'],['8'],['0'],['0'],['0'],['0'],['0']
Toriano Pride Jr.,CLEM,['CB'],['13'],['1'],['14'],['0.0'],['0'],['4'],['0'],['0'],['0'],['0']
Cam Miller,PSU,['CB'],['12'],['2'],['14'],['2.0'],['0'],['0'],['1'],['0'],['0'],['0']
Seni Tuiaki,USU,['DT'],['9'],['5'],['14'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Caleb Brown,HAW,['DB'],['9'],['5'],['14'],['0.0'],['15'],['7'],['0'],['0'],['0'],['0']
Omar Graham Jr.,FSU,['LB'],['7'],['7'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Isaiah Smith,SMU,['DE'],['6'],['8'],['14'],['0.5'],['10'],['0'],['0'],['0'],['0'],['0']
Robert Spears-Jennings,OU,['DB'],['9'],['5'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
SaVeon Brown,WMU,['DB'],['7'],['7'],['14'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jordan Kwiatkowski,CMU,['LB'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Grayson Howard,SC,['LB'],['7'],['7'],['14'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
John Walker,UCF,['DT'],['9'],['5'],['14'],['0.0'],['2'],['1'],['0'],['0'],['0'],['0']
Kingston McKinstry,ECU,['LB'],['7'],['7'],['14'],['0.0'],['28'],['0'],['0'],['0'],['0'],['0']
Tomiwa Durojaiye,WVU,['DL'],['7'],['7'],['14'],['3.0'],['0'],['0'],['0'],['0'],['0'],['0']
David Fisher,SHSU,['DB'],['12'],['2'],['14'],['0.0'],['20'],['1'],['0'],['0'],['0'],['0']
Brett Gerena,ARMY,['LB'],['8'],['6'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Trey Sofia,ARMY,['DL'],['7'],['7'],['14'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Sanders,NAVY,['LB'],['6'],['8'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Enoka Migao,USU,['DE'],['5'],['9'],['14'],['1.0'],['8'],['0'],['0'],['0'],['0'],['0']
Gavin Gibson,MD,['DB'],['10'],['4'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Anthony Brackenridge,WKU,['LB'],['9'],['5'],['14'],['0.0'],['23'],['0'],['0'],['0'],['0'],['1']
Jaylon Braxton,ARK,['DB'],['7'],['7'],['14'],['0.0'],['0'],['5'],['0'],['0'],['0'],['0']
Brad Spence,ARK,['LB'],['5'],['9'],['14'],['0.0'],['46'],['0'],['1'],['85'],['1'],['0']
Brice Pollock,MSST,['CB'],['9'],['5'],['14'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Logan Fano,UTAH,['DE'],['5'],['9'],['14'],['3.5'],['37'],['1'],['0'],['0'],['0'],['2']
Tristan Driggers,ULM,['LB'],['5'],['9'],['14'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Keith Conley Jr.,UNLV,['DL'],['3'],['11'],['14'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sincere Jackson,SHSU,['LB'],['9'],['5'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ky'won McCray,JVST,['DB'],['6'],['8'],['14'],['0.0'],['1'],['1'],['1'],['0'],['0'],['0']
Chris Johnson,MTSU,['S'],['8'],['6'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Juwon Gaston,HOU,['DB'],['10'],['4'],['14'],['0.0'],['23'],['0'],['0'],['0'],['0'],['0']
Botros Alisandro,PUR,['DB'],['8'],['6'],['14'],['0.0'],['0'],['1'],['1'],['16'],['0'],['0']
KD Johnson,UTEP,['DL'],['11'],['3'],['14'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Hunter Rapolla,UNM,['DL'],['3'],['11'],['14'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
LaJoshua Jackson,AKR,['DL'],['7'],['7'],['14'],['2.0'],['8'],['0'],['0'],['0'],['0'],['0']
Antione Jackson,ECU,['DB'],['10'],['4'],['14'],['0.0'],['0'],['2'],['1'],['8'],['1'],['0']
Daniel Green,KSU,['LB'],['10'],['3'],['13'],['1.0'],['5'],['0'],['0'],['0'],['0'],['0']
Bryson Jackson,BAY,['S'],['12'],['1'],['13'],['1.0'],['2'],['1'],['0'],['0'],['0'],['0']
Hugh Davis,LT,['LB'],['9'],['4'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Rondell Bothroyd,OU,['DL'],['4'],['9'],['13'],['0.0'],['14'],['0'],['0'],['0'],['0'],['0']
Alex Johnson,UCLA,['DB'],['10'],['3'],['13'],['0.0'],['0'],['3'],['3'],['3'],['0'],['0']
Charles Woods,SMU,['CB'],['12'],['1'],['13'],['0.0'],['0'],['5'],['0'],['0'],['0'],['0']
Noah Boykin,MASS,['DB'],['11'],['2'],['13'],['0.0'],['6'],['1'],['0'],['0'],['0'],['0']
Devin Danielson,PITT,['DL'],['2'],['11'],['13'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Luke Cameron,EMU,['LB'],['6'],['7'],['13'],['0.0'],['12'],['1'],['0'],['0'],['0'],['0']
Rian Davis,UCF,['LB'],['7'],['6'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quashon Fuller,MD,['DL'],['9'],['4'],['13'],['2.0'],['0'],['0'],['0'],['0'],['0'],['1']
Michael Fletcher,APP,['DE'],['5'],['8'],['13'],['1.0'],['0'],['1'],['0'],['0'],['0'],['0']
Maverick Hansen,MSU,['DL'],['2'],['11'],['13'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Devee Harris,COLO,['LB'],['4'],['9'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ke'Shun Brown,USA,['LB'],['9'],['4'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Rodas Johnson,WIS,['DE'],['4'],['9'],['13'],['0.5'],['19'],['0'],['0'],['0'],['0'],['0']
Chris Megginson,SMU,['CB'],['10'],['3'],['13'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
Isaiah Rutherford,MASS,['DB'],['11'],['2'],['13'],['0.0'],['0'],['3'],['1'],['55'],['1'],['1']
Josh Sarratt,JMU,['S'],['7'],['6'],['13'],['0.0'],['24'],['1'],['0'],['0'],['0'],['0']
JaQwondis Burns,SMU,['LB'],['5'],['8'],['13'],['2.0'],['0'],['1'],['0'],['0'],['0'],['0']
Izeya Floyd,RICE,['DL'],['2'],['11'],['13'],['0.0'],['25'],['0'],['0'],['0'],['0'],['0']
Makell Esteen,WASH,['S'],['6'],['7'],['13'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jayden Jernigan,MIZ,['DL'],['4'],['9'],['13'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Nusi Malani,WSU,['DL'],['5'],['8'],['13'],['1.0'],['0'],['1'],['0'],['0'],['0'],['0']
Jalen Kimber,FLA,['CB'],['11'],['2'],['13'],['0.0'],['4'],['3'],['0'],['0'],['0'],['0']
Jahvaree Ritzie,UNC,['DL'],['7'],['6'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Leonard Taylor III,MIA,['DL'],['6'],['7'],['13'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Avante Dickerson,USU,['CB'],['8'],['5'],['13'],['0.0'],['0'],['4'],['0'],['0'],['0'],['0']
D.J. Harris,USF,['DE'],['6'],['7'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Joe Evans,UTSA,['DL'],['8'],['5'],['13'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zach Edwards,TROY,['DE'],['7'],['6'],['13'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Solomon Brown,BUFF,['CB'],['8'],['5'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mac Harris,USF,['LB'],['6'],['7'],['13'],['0.0'],['9'],['0'],['0'],['0'],['0'],['1']
Ricky Johnson,UNLV,['DB'],['10'],['3'],['13'],['0.0'],['0'],['6'],['0'],['0'],['0'],['0']
Bryce Edmondson,MEM,['LB'],['9'],['4'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Jason Onye,ND,['DL'],['9'],['4'],['13'],['0.0'],['23'],['0'],['0'],['0'],['0'],['0']
Mattheus Carroll,KENT,['DL'],['3'],['10'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nate Wiggins,CLEM,['CB'],['8'],['5'],['13'],['1.0'],['0'],['4'],['1'],['46'],['1'],['1']
Caleb Banks,FLA,['DL'],['3'],['10'],['13'],['1.0'],['29'],['0'],['0'],['0'],['0'],['0']
Devin Kirkwood,UCLA,['DB'],['9'],['4'],['13'],['0.0'],['0'],['1'],['0'],['0'],['0'],['1']
DJ Arkansas,RICE,['LB'],['9'],['4'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jayden Gray,LT,['DL'],['4'],['9'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tyler Kiehne,UNM,['DE'],['6'],['7'],['13'],['1.0'],['12'],['3'],['0'],['0'],['0'],['1']
Brandon Brown,UTSA,['DL'],['4'],['9'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Wilfredo Aybar,STAN,['LB'],['9'],['4'],['13'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Joshua Burnham,ND,['DL'],['7'],['6'],['13'],['1.0'],['28'],['0'],['0'],['0'],['0'],['0']
Zxavian Harris,MISS,['DT'],['6'],['7'],['13'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Devon Jackson,ORE,['LB'],['4'],['9'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jamari Lyons,FLA,['DL'],['7'],['6'],['13'],['0.0'],['15'],['0'],['0'],['0'],['0'],['0']
Azareye'h Thomas,FSU,['DB'],['7'],['6'],['13'],['0.5'],['0'],['5'],['0'],['0'],['0'],['0']
MJ Sherman,NEB,['LB'],['6'],['7'],['13'],['1.5'],['39'],['0'],['0'],['0'],['0'],['0']
Amorie Morrison,ODU,['DE'],['4'],['9'],['13'],['1.0'],['0'],['1'],['0'],['0'],['0'],['2']
Myles Williams,CAL,['LB'],['6'],['7'],['13'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
J'Dan Burnett,LT,['DL'],['6'],['7'],['13'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Spencer Jones,ARMY,['LB'],['4'],['9'],['13'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
De'Arre McDonald,MTSU,['CB'],['8'],['5'],['13'],['1.0'],['0'],['4'],['0'],['0'],['0'],['0']
